id,name,brand,family,top_notes,middle_notes,base_notes,mood_tags,valence,arousal,dominance,source
1456,Palisander Eau de Toilette,Unknown,spicy,black_pepper,saffron,cedar|frankincense,powerful,0.5125,0.51,0.705,huggingface
1457,Sequoia Eau de Toilette,Unknown,woody,,,cedar|oud,powerful,0.45,0.44,0.76,huggingface
1458,Calamus Eau de Toilette,Unknown,floral,,rose,,joyful,0.8,0.42,0.55,huggingface
1459,Sticky Cake Eau de Toilette,Unknown,gourmand,,iris,almond|honey|vanilla|ambroxan|frankincense,joyful|calming,0.7183,0.3083,0.4767,huggingface
1460,Nomad Tea Eau de Toilette,Unknown,fresh,mint|green_tea,geranium,cedar,joyful,0.695,0.57,0.4575,huggingface
1461,Aprilis Parfum,Unknown,floral,bergamot,rose|iris|oakmoss,cedar,joyful,0.668,0.44,0.554,huggingface
1462,Citric Parfum,Unknown,citrus,mandarin|lemon|black_pepper|bergamot,cardamom|oakmoss,,joyful|energetic,0.7067,0.6817,0.5017,huggingface
1463,Marinis Parfum,Unknown,fresh,grapefruit|mint|lemon,marine,patchouli|cedar,joyful|energetic,0.6867,0.6617,0.4533,huggingface
1464,Nectar Parfum,Unknown,citrus,mandarin|lemon,rose|saffron|lily_of_the_valley,coconut|vanilla,joyful,0.7886,0.5143,0.4243,huggingface
1465,Obscuro Parfum,Unknown,oriental,,saffron,frankincense|benzoin|leather|amber,powerful,0.52,0.402,0.716,huggingface
1466,Noble VIII Immortelle Parfum Extrait,Unknown,citrus,bergamot,,,joyful|energetic,0.85,0.75,0.4,huggingface
1467,Palace Oud Fragrance Oil,Unknown,woody,,jasmine|rose,oud|cedar|amber|sandalwood,powerful,0.62,0.4033,0.64,huggingface
1468,Rosa Greta Eau de Parfum,Unknown,floral,,rose,cedar|ambroxan,joyful|powerful,0.6567,0.4,0.6067,huggingface
1469,Santal Noble Eau de Parfum,Unknown,woody,black_pepper,coffee,frankincense|sandalwood|patchouli|vanilla|vetiver|ambroxan,powerful,0.5675,0.4325,0.6088,huggingface
1470,This Is Not A Blue Bottle Eau de Parfum,Unknown,citrus,orange,geranium,honey|white_musk|patchouli|amber,joyful,0.6833,0.4333,0.485,huggingface
1471,Incident Diplomatique Eau de Parfum,Unknown,woody,mandarin,,vetiver|patchouli|sandalwood,balanced,0.5725,0.44,0.575,huggingface
1472,1899 Travel Spray Eau de Parfum,Unknown,citrus,bergamot|black_pepper|orange,iris,vanilla|vetiver|amber,joyful,0.7071,0.5029,0.49,huggingface
1473,1828 Travel Spray Eau de Parfum,Unknown,citrus,grapefruit|bergamot|mandarin|eucalyptus|black_pepper,pine,cedar|frankincense|vetiver,balanced,0.6433,0.5978,0.5267,huggingface
1474,Close Up Eau de Parfum,Unknown,woody,black_pepper|mandarin,coffee|rose,tobacco|patchouli|cedar|amber|white_musk|tonka_bean,balanced,0.612,0.481,0.579,huggingface
1475,Remarkable People Eau de Parfum,Unknown,spicy,grapefruit|black_pepper,cardamom|jasmine,labdanum|sandalwood,balanced,0.635,0.57,0.5733,huggingface
1476,Bull's Blood Eau de Parfum,Unknown,woody,,rose,patchouli|tobacco|black_musk,powerful,0.445,0.4275,0.7175,huggingface
1477,Cape Heartache Eau de Parfum,Unknown,woody,mandarin,pine,vanilla,joyful,0.7567,0.4967,0.4033,huggingface
1478,Every Storm A Serenade Eau de Parfum,Unknown,fresh,eucalyptus,marine,vetiver|ambroxan,balanced,0.6175,0.55,0.525,huggingface
1479,Falling Into The Sea Eau de Parfum,Unknown,citrus,lemon|bergamot|grapefruit,rose,,joyful|energetic|delicate,0.8425,0.6975,0.3925,huggingface
1480,Memoirs of a Trespasser Eau de Parfum,Unknown,oriental,,guaiac_wood,vanilla|frankincense|benzoin|ambroxan,calming,0.626,0.3,0.576,huggingface
1481,The Cobra & The Canary Eau de Parfum,Unknown,leather,lemon,iris,tobacco|leather,powerful,0.555,0.5725,0.6325,huggingface
1482,The Soft Lawn Eau de Parfum,Unknown,woody,bergamot,oakmoss,vetiver,balanced,0.5733,0.4567,0.5833,huggingface
1483,Yesterday Haze Eau de Parfum,Unknown,oriental,green_tea,iris,vanilla|tonka_bean,joyful|calming|delicate,0.775,0.3425,0.3875,huggingface
1484,Empathy Eau de Parfum,Unknown,woody,mandarin,rose,tobacco|cedar|benzoin|oud,powerful,0.5883,0.465,0.6417,huggingface
1485,Altruist Eau de Parfum,Unknown,citrus,bergamot|lemon|ginger|orange|black_pepper,marine|rose,cedar|vetiver|patchouli,joyful,0.67,0.614,0.517,huggingface
1486,Leder 6 Eau de Parfum,Unknown,oriental,,saffron,leather|vanilla|frankincense,powerful,0.53,0.42,0.6775,huggingface
1487,Zeitgeist Eau de Parfum,Unknown,oriental,,marine,amber|benzoin|leather,powerful,0.6,0.4625,0.6025,huggingface
1488,Rausch Eau de Parfum,Unknown,woody,pink_pepper,,sandalwood|patchouli|vanilla|amber|oud,balanced,0.5783,0.42,0.6,huggingface
1489,IA-33 Eau de Parfum,Unknown,floral,mandarin|pink_pepper|lime,jasmine|magnolia|iris,cedar,joyful,0.7386,0.5686,0.4814,huggingface
1490,Kai Rose - Perfume Oil Roll-on Perfume Oil,Unknown,floral,,rose,,joyful,0.8,0.42,0.55,huggingface
1491,Blossom Love Eau de Parfum,Unknown,floral,mandarin,rose|ylang_ylang,vanilla|tonka_bean|sandalwood,joyful,0.765,0.41,0.46,huggingface
1492,Epidor Eau de Parfum,Unknown,floral,mandarin|orange,violet|jasmine,cedar|sandalwood|tonka_bean|vanilla,joyful,0.7525,0.4438,0.455,huggingface
1493,Sole di Positano Eau de Parfum,Unknown,citrus,bergamot|orange|mandarin|lemon,ylang_ylang|jasmine|lily_of_the_valley|neroli,,joyful,0.8163,0.6388,0.4325,huggingface
1494,Absolue d'Osmanthe Eau de Parfum,Unknown,oriental,mandarin,rose|jasmine,sandalwood|benzoin|labdanum|vanilla|cedar,joyful|calming,0.6925,0.3887,0.5337,huggingface
1495,Santal du Pacifique Eau de Parfum,Unknown,woody,,violet,benzoin|sandalwood|cedar|white_musk,joyful|calming,0.664,0.318,0.504,huggingface
1496,Vanille Blackberry,Unknown,citrus,lemon|bergamot|mandarin,rose|jasmine,white_musk|vanilla|cedar,joyful,0.7862,0.5137,0.4413,huggingface
1497,Une Tonne de Roses Eau de Parfum,Unknown,floral,,rose,patchouli,powerful,0.575,0.42,0.635,huggingface
1498,Flavia Vanilla Eau de Parfum,Unknown,floral,,ylang_ylang,vanilla,joyful|calming,0.775,0.385,0.43,huggingface
1499,Totally White Eau de Parfum,Unknown,floral,,rose,,joyful,0.8,0.42,0.55,huggingface
1500,Cedar Woodpecker Eau de Parfum,Unknown,woody,bergamot,iris,cedar,joyful,0.7067,0.4933,0.5067,huggingface
1501,Milky Musk Eau de Parfum,Unknown,woody,green_tea,,sandalwood|white_musk,joyful|calming,0.7067,0.3767,0.4267,huggingface
1502,Tomboy Neroli Eau de Parfum,Unknown,floral,orange,neroli,amber,joyful,0.77,0.5433,0.4667,huggingface
1503,Woody Perfecto Eau de Parfum,Unknown,gourmand,,coffee,vetiver|leather,powerful,0.4567,0.5467,0.7167,huggingface
1504,Satori Eau de Parfum,Unknown,spicy,bergamot,cinnamon|clove,vanilla|frankincense|sandalwood|oud,balanced,0.6243,0.4829,0.6,huggingface
1505,Iris Homme Eau de Parfum,Unknown,floral,lemon|orange,cardamom|iris|violet|jasmine,amber|sandalwood|white_musk,joyful,0.7378,0.4922,0.4778,huggingface
1506,Hana Hiraku Eau de Parfum,Unknown,floral,bergamot,cucumber|magnolia|iris|jasmine|tuberose|rose|ylang_ylang,honey|sandalwood|cedar,joyful,0.7291,0.4627,0.5027,huggingface
1507,Wasanbon Eau de Parfum,Unknown,floral,lemon,lily_of_the_valley|iris|guaiac_wood,almond|honey|vanilla,joyful|calming|delicate,0.7671,0.3943,0.3986,huggingface
1508,Io Non Ho Mani Che Mi Accarezzino il Volto Extrait de Parfum,Unknown,oriental,petitgrain|bergamot,geranium|cinnamon|ylang_ylang,frankincense|cedar|benzoin|tonka_bean|tobacco|amber|sandalwood,balanced,0.6442,0.4508,0.5683,huggingface
1509,Black Phantom Eau de Parfum,Unknown,gourmand,,coffee,caramel|almond|sandalwood,joyful,0.73,0.4,0.4225,huggingface
1510,Citizen X Eau de Parfum,Unknown,oriental,black_pepper,iris,frankincense|amber|white_musk,balanced,0.628,0.402,0.576,huggingface
1511,Bracken Woman Eau de Parfum,Unknown,woody,,lily_of_the_valley,leather|patchouli|vetiver|birch,powerful,0.444,0.442,0.666,huggingface
1512,Brooklyn Eau de Parfum,Unknown,citrus,bergamot|lemon|orange,cardamom|magnolia|iris|rose,frankincense|white_musk|cedar|benzoin|amber,joyful,0.7233,0.4758,0.4983,huggingface
1513,Istanbul Eau de Parfum,Unknown,oriental,bergamot,cardamom|geranium,patchouli|frankincense|sandalwood|vanilla|tonka_bean|amber|white_musk,joyful,0.664,0.4,0.516,huggingface
1514,Tel Aviv Eau de Parfum,Unknown,floral,mandarin|bergamot,jasmine|ylang_ylang|rose,sandalwood|white_musk|benzoin,joyful,0.7488,0.4738,0.5012,huggingface
1515,La Tosca Eau de Parfum,Unknown,fresh,lemon|green_tea|eucalyptus,rose|violet,patchouli|white_musk|amber|vanilla,joyful,0.7167,0.4633,0.4467,huggingface
1516,Mirabilis Eau de Parfum,Unknown,musk,,,ambroxan|frankincense|white_musk,calming,0.6133,0.32,0.5933,huggingface
1517,Arcana Rosa Eau de Parfum,Unknown,woody,,rose,cedar|sandalwood|vetiver|labdanum,calming|powerful,0.568,0.344,0.618,huggingface
1518,Tenebrae Eau de Parfum,Unknown,oriental,,,frankincense|benzoin,calming|powerful,0.59,0.265,0.65,huggingface
1519,Violaceum Eau de Parfum,Unknown,spicy,,saffron|violet,leather,powerful,0.5067,0.52,0.7,huggingface
1520,Venenum Eau de Parfum,Unknown,woody,,,sandalwood,calming,0.62,0.3,0.55,huggingface
1521,Nisean Eau de Parfum,Unknown,woody,,saffron|rose,labdanum|patchouli|cedar,powerful,0.514,0.42,0.682,huggingface
1522,Feu Secret Eau de Parfum,Unknown,woody,eucalyptus|pink_pepper,iris,cedar|birch|vanilla,balanced,0.62,0.4933,0.5117,huggingface
1523,Musc Gold Perfume Oil,Unknown,floral,,neroli|rose|jasmine|violet|geranium,white_musk|honey|vanilla|amber|patchouli|sandalwood,joyful|calming,0.7064,0.3827,0.4936,huggingface
1524,Musc Gold Extrait Parfum Extrait,Unknown,floral,,neroli|rose|jasmine|violet|geranium,white_musk|honey|vanilla|amber|patchouli|sandalwood,joyful|calming,0.7064,0.3827,0.4936,huggingface
1525,Cypress Shade Eau de Parfum,Unknown,citrus,lemon|bergamot|mandarin|petitgrain|mint,,cedar|vetiver|oud,joyful,0.6838,0.6238,0.5062,huggingface
1526,Dates Delight Eau de Parfum,Unknown,oriental,,peony|cinnamon,tonka_bean|caramel|honey|labdanum|benzoin|vanilla,joyful|calming,0.7375,0.34,0.4525,huggingface
1527,Golden Powder Eau de Parfum,Unknown,woody,,cinnamon|guaiac_wood,sandalwood|cedar|white_musk|labdanum|vanilla|tonka_bean|tobacco,calming,0.5967,0.3644,0.5633,huggingface
1528,Grape Pearls Eau de Parfum,Unknown,citrus,mandarin|grapefruit,rose|coffee,amber|vanilla|white_musk,joyful,0.7586,0.4943,0.4471,huggingface
1529,Almond Harmony Eau de Parfum,Unknown,floral,orange,iris|jasmine|ylang_ylang,almond|benzoin|tonka_bean|white_musk|vanilla|oud,joyful|calming,0.722,0.398,0.488,huggingface
1530,Blessing Silence Eau de Parfum,Unknown,woody,,rose,labdanum|patchouli|sandalwood|oud,calming|powerful,0.508,0.388,0.688,huggingface
1531,Breath Of The Infinite Eau de Parfum,Unknown,musk,mandarin,peony,white_musk|ambroxan|oud,joyful,0.676,0.46,0.552,huggingface
1532,Clandestine Clara Eau de Parfum,Unknown,oriental,,cinnamon,vanilla|amber|patchouli,balanced,0.6375,0.405,0.55,huggingface
1533,Riviere Extrait de Parfum,Unknown,spicy,black_pepper|lemon,cinnamon|saffron|rose,patchouli|oud|leather|amber,powerful,0.5633,0.5689,0.6667,huggingface
1534,Blackmusk Eau de Parfum,Unknown,musk,,rose,white_musk|cedar|amber,joyful|calming,0.68,0.345,0.5375,huggingface
1535,Durga Eau de Parfum,Unknown,floral,orange,tuberose|cucumber|ylang_ylang|iris|jasmine,white_musk,joyful,0.7457,0.5114,0.48,huggingface
1536,The Noir 29 Perfume Oil,Unknown,woody,bergamot|green_tea,,cedar|vetiver|white_musk,joyful,0.67,0.456,0.48,huggingface
1537,Aqua Celestia Eau de Toilette,Unknown,citrus,lime|mint|mandarin,,white_musk,joyful|energetic|delicate,0.7975,0.67,0.36,huggingface
1538,Dandelion Fig Eau de Parfum,Unknown,citrus,lemon|green_tea,,,joyful|energetic|delicate,0.84,0.685,0.325,huggingface
1539,Rhinoceros Extrait de Parfum,Unknown,woody,bergamot,geranium|pine,tobacco|oud|cedar|vetiver|sandalwood|amber|leather|white_musk,powerful,0.5491,0.4545,0.6236,huggingface
1540,Macaque Eau de Parfum,Unknown,floral,green_tea|mandarin,rose|ylang_ylang|jasmine,cedar|frankincense|honey|oud|white_musk,joyful,0.682,0.452,0.551,huggingface
1541,Nightingale Extrait de Parfum,Unknown,woody,bergamot|lemon|mandarin,saffron|rose|violet|oakmoss,oud|patchouli|sandalwood|frankincense|white_musk|labdanum|ambroxan,balanced,0.6157,0.4607,0.5871,huggingface
1542,Hummingbird Extrait de Parfum,Unknown,floral,mandarin|bergamot,lily_of_the_valley|rose|violet|peony|ylang_ylang|oakmoss,honey|amber|tonka_bean|vanilla|white_musk|sandalwood|cedar,joyful|calming,0.73,0.3993,0.4727,huggingface
1543,Beaver Eau de Parfum,Unknown,oriental,bergamot,marine,cedar|white_musk|vanilla|amber|leather,joyful,0.67,0.4614,0.5057,huggingface
1544,Civet Extrait de Parfum,Unknown,oriental,bergamot|black_pepper|lemon|orange,tuberose|ylang_ylang|coffee|oakmoss,benzoin|frankincense|labdanum|white_musk|leather|vanilla|vetiver|cedar,balanced,0.6275,0.4969,0.5675,huggingface
1545,Oud Wood Body Spray Scented Body Spray,Unknown,woody,black_pepper|pink_pepper,cardamom,oud|birch|labdanum|frankincense|sandalwood|vetiver|patchouli|cedar|vanilla,powerful,0.52,0.4542,0.6392,huggingface
1546,Cacti Eau de Parfum,Unknown,citrus,bergamot,jasmine|cucumber,amber,joyful,0.7625,0.5175,0.475,huggingface
1547,Glass Blooms Eau de Parfum,Unknown,floral,,lily_of_the_valley|rose|peony|ylang_ylang,tonka_bean|ambroxan,joyful,0.7483,0.4067,0.505,huggingface
1548,Falling Trees Eau de Parfum,Unknown,oriental,,oakmoss,frankincense|benzoin,calming|powerful,0.5333,0.2767,0.6667,huggingface
1549,Gold Leaves Eau de Parfum,Unknown,floral,,cardamom|rose|iris|oakmoss,cedar|amber,balanced,0.6317,0.4083,0.5917,huggingface
1550,Kismet Eau de Parfum,Unknown,citrus,bergamot|lemon|petitgrain,rose,patchouli|labdanum|vanilla,joyful,0.7029,0.5114,0.4843,huggingface
1551,Clementine California Cologne Absolue,Unknown,woody,mandarin|black_pepper|basil,,vetiver|sandalwood,balanced,0.634,0.558,0.536,huggingface
1552,Bass Solo Eau de Parfum,Unknown,woody,ginger|lime|green_tea,saffron|cardamom|geranium,cedar|birch|sandalwood|amber|white_musk|patchouli,balanced,0.6033,0.5033,0.5525,huggingface
1553,Amber Flush Body Oil Scented Body Oil,Unknown,oriental,,,labdanum|vanilla|cedar|amber,calming,0.6175,0.3,0.555,huggingface
1554,Rose Delight Body Oil Scented Body Oil,Unknown,floral,,rose,,joyful,0.8,0.42,0.55,huggingface
1555,11 Eau de Parfum,Unknown,leather,,,leather,melancholic|powerful,0.32,0.6,0.88,huggingface
1556,Au Dela Narcisse Eau de Parfum,Unknown,citrus,bergamot|orange,jasmine|oakmoss,amber,joyful,0.71,0.53,0.534,huggingface
1557,I Feel Love Eau de Parfum,Unknown,oriental,,iris,amber|leather|frankincense|oud,powerful,0.508,0.406,0.726,huggingface
1558,Contre Bombarde 32 Extrait de Parfum,Unknown,woody,orange,,cedar|sandalwood|amber|caramel|vanilla,joyful|calming,0.7383,0.38,0.4367,huggingface
1559,Plein Jeu III-V Extrait de Parfum,Unknown,woody,lemon|ginger|black_pepper,jasmine|oakmoss,amber|frankincense|cedar|benzoin|patchouli|sandalwood|vetiver,powerful,0.5867,0.4533,0.605,huggingface
1560,Voix Humaine 8 Extrait de Parfum,Unknown,oriental,bergamot|orange,cardamom|jasmine,ambroxan|amber|leather|frankincense|vanilla|white_musk,joyful,0.679,0.483,0.549,huggingface
1561,Mississippi Medicine Pocket Perfume Perfume Oil,Unknown,woody,,pine,cedar|frankincense|birch,powerful,0.475,0.415,0.655,huggingface
1562,Bowmakers Pocket Perfume Perfume Oil,Unknown,oriental,,,amber|cedar|benzoin,calming,0.6267,0.31,0.59,huggingface
1563,Debaser Pocket Perfume Perfume Oil,Unknown,citrus,bergamot|green_tea|mandarin,iris|oakmoss,coconut|cedar|tonka_bean,joyful,0.7237,0.465,0.4563,huggingface
1564,Devil Tender Eau de Parfum,Unknown,citrus,grapefruit|pink_pepper|mandarin,rose,suede|cedar|sandalwood,joyful,0.6871,0.55,0.5214,huggingface
1565,Sublimes Essences Musc Perfume Oil,Unknown,spicy,orange,clove|rose,white_musk|patchouli,joyful,0.65,0.51,0.544,huggingface
1566,Soft Tension Eau de Parfum,Unknown,woody,,oakmoss,white_musk|cedar,calming,0.5633,0.32,0.5667,huggingface
1567,Arbole Eau de Parfum,Unknown,woody,,,patchouli|cedar|sandalwood|vanilla|tonka_bean,calming,0.624,0.314,0.518,huggingface
1568,The Tragedy of Lord George Eau de Parfum,Unknown,oriental,,,tonka_bean|oud,calming|powerful,0.55,0.375,0.66,huggingface
1569,The Revenge of Lady Blanche Eau de Parfum,Unknown,floral,,iris,,joyful|calming,0.72,0.35,0.5,huggingface
1570,Much Ado About the Duke Eau de Parfum,Unknown,spicy,black_pepper|ginger,rose,leather|cedar,powerful,0.568,0.59,0.65,huggingface
1571,The Coveted Duchess Rose Eau de Parfum,Unknown,citrus,mandarin,rose,white_musk|cedar,joyful,0.735,0.45,0.4825,huggingface
1572,Into The Void Eau de Parfum,Unknown,woody,,,tonka_bean|cedar|patchouli|ambroxan,calming|powerful,0.5675,0.3625,0.6025,huggingface
1573,Sheiduna Parfum Extrait,Unknown,oriental,lemon|mandarin,rose|geranium|clove,vetiver|amber|frankincense|benzoin|tonka_bean|vanilla|white_musk,joyful,0.6975,0.4175,0.505,huggingface
1574,Graphite Eau de Parfum,Unknown,woody,,,cedar,calming|powerful,0.55,0.38,0.62,huggingface
1575,Black Uddu Eau de Parfum,Unknown,oriental,,violet,benzoin|leather|white_musk|cedar|amber|vetiver,calming,0.5886,0.3586,0.5857,huggingface
1576,Covent Garden Eau de Parfum,Unknown,citrus,orange|lime|ginger|pink_pepper,rose|iris,white_musk,joyful,0.7486,0.5986,0.4543,huggingface
1577,Terre Noire Eau de Parfum,Unknown,woody,,,cedar,calming|powerful,0.55,0.38,0.62,huggingface
1578,Picadilly '69 Eau de Parfum,Unknown,citrus,bergamot|ginger|green_tea,,cedar|amber|leather,balanced,0.6283,0.555,0.5667,huggingface
1579,Jack Eau de Parfum,Unknown,citrus,lime|mandarin|black_pepper,clove,oud|vetiver|white_musk|tobacco|frankincense,powerful,0.5633,0.5444,0.62,huggingface
1580,Eau Sacree Extrait de Parfum,Unknown,spicy,black_pepper,clove,frankincense|amber|cedar|white_musk|sandalwood,powerful,0.5843,0.4271,0.61,huggingface
1581,Arabian Horse Eau de Parfum,Unknown,fresh,green_tea,rose,white_musk|cedar|amber,joyful|calming,0.7,0.386,0.5,huggingface
1582,Cuir Andalou Eau de Parfum,Unknown,floral,,saffron|neroli|rose|violet|iris,leather|patchouli|vetiver|oud,powerful,0.5522,0.4578,0.6522,huggingface
1583,1962 Eau de Parfum,Unknown,citrus,mandarin|mint|bergamot|basil,clove|jasmine|lily_of_the_valley|oakmoss,cedar|white_musk|amber,joyful,0.6855,0.5291,0.5118,huggingface
1584,1976 Eau de Parfum,Unknown,woody,bergamot|lemon|black_pepper,jasmine|geranium,birch|vetiver|patchouli|amber|white_musk,balanced,0.622,0.516,0.55,huggingface
1585,Mmmm... Eau de Parfum,Unknown,floral,mandarin|orange,neroli|geranium|jasmine|tuberose|iris,patchouli|sandalwood,joyful,0.7022,0.5267,0.5222,huggingface
1586,Russian Leather Eau de Parfum,Unknown,woody,basil|mint,pine|rose|geranium|guaiac_wood,cedar|patchouli|tonka_bean|leather,balanced,0.593,0.497,0.57,huggingface
1587,Incense Oud Eau de Parfum,Unknown,woody,,rose,ambroxan|oud|cedar|patchouli|amber|white_musk|frankincense,calming|powerful,0.5675,0.3725,0.6462,huggingface
1588,Lilac Love Eau de Parfum,Unknown,floral,,jasmine|rose|peony|iris,tonka_bean|sandalwood|patchouli|vanilla,joyful|calming,0.7075,0.36,0.5112,huggingface
1589,Le Barbier de Tanger Eau de Parfum,Unknown,citrus,basil|lemon|bergamot|mandarin|petitgrain,cardamom|geranium|pine,patchouli|vetiver|amber|ambroxan|tonka_bean,joyful,0.6746,0.5408,0.5077,huggingface
1590,Ambre Loup Eau de Parfum,Unknown,oriental,black_pepper,clove,benzoin|labdanum|vanilla|oud|cedar,powerful,0.5571,0.4429,0.6343,huggingface
1591,Jasmin Kama Eau de Parfum,Unknown,woody,bergamot,,patchouli|sandalwood|vanilla|white_musk,joyful|calming,0.678,0.394,0.466,huggingface
1592,T. Habanero Eau de Parfum,Unknown,spicy,pink_pepper|black_pepper,cardamom,tobacco|sandalwood|oud|frankincense|leather,powerful,0.49,0.56,0.7137,huggingface
1593,Lavande 44 Eau de Parfum,Unknown,citrus,bergamot|petitgrain,geranium,oud,joyful,0.6625,0.6,0.55,huggingface
1594,Oud Assam Eau de Parfum,Unknown,woody,bergamot|orange|black_pepper,,oud|cedar|vetiver|frankincense|tonka_bean|white_musk,balanced,0.6222,0.4822,0.5689,huggingface
1595,Larmes du Desert Eau de Parfum,Unknown,oriental,bergamot,,frankincense|patchouli|cedar|amber,powerful,0.58,0.426,0.618,huggingface
1596,Lune Feline Eau de Parfum,Unknown,spicy,pink_pepper|green_tea,cinnamon|cardamom,cedar|ambroxan|vanilla|benzoin|white_musk,joyful,0.6889,0.4711,0.5067,huggingface
1597,Rose Omeyyade Eau de Parfum,Unknown,woody,mandarin|pink_pepper,rose,patchouli|amber|sandalwood|oud,powerful,0.6129,0.4914,0.6071,huggingface
1598,Bapteme du Feu Eau de Parfum,Unknown,spicy,orange|ginger,cinnamon,cedar|frankincense,balanced,0.65,0.574,0.574,huggingface
1599,Green Pearl Eau de Parfum,Unknown,citrus,green_tea|mandarin|bergamot,neroli|oakmoss,tonka_bean|white_musk,joyful,0.7386,0.4857,0.44,huggingface
1600,Amber Aoud Extrait de Parfum,Unknown,woody,bergamot|lemon|lime|green_tea,jasmine|rose|ylang_ylang|cinnamon|oakmoss|iris|saffron,ambroxan|oud|birch|white_musk|patchouli|sandalwood,balanced,0.64,0.5118,0.5647,huggingface
